utterance_id,speaker_id,token_index,word,expected_pinyin,expected_tone,majority_tone_correct,agreement_count,start_seconds,end_seconds,duration_seconds,alignment_score,voiced_proportion,alignment_status,alignment_note,segment_path
00203011,02030,1,一,yī,1,1,3,0.2406,0.3008,0.0602,0.0743,1.000,questionable,low_alignment_score,alignment_pilot_segments/00203011_01.wav
00203011,02030,6,福,fú,2,0,1,3.3890,3.5294,0.1404,0.9403,0.474,good,,alignment_pilot_segments/00203011_06.wav
00203011,02030,7,字,zì,4,1,2,3.7500,3.9104,0.1604,0.9319,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00203011_07.wav
00203011,02030,8,表,biǎo,3,1,2,5.8957,6.0963,0.2005,0.9917,0.935,good,,alignment_pilot_segments/00203011_08.wav
00203011,02030,10,福,fú,2,0,1,6.6778,6.7781,0.1003,0.9908,0.545,good,,alignment_pilot_segments/00203011_10.wav
00203011,02030,11,到,dào,4,0,0,6.8583,7.0388,0.1805,0.9649,1.000,good,,alignment_pilot_segments/00203011_11.wav
00203126,02031,0,就,jiù,4,1,3,1.4060,1.5466,0.1406,0.8172,0.632,good,,alignment_pilot_segments/00203126_00.wav
00203126,02031,2,年,nián,2,1,3,1.8077,1.9684,0.1607,0.9687,1.000,good,,alignment_pilot_segments/00203126_02.wav
00203126,02031,3,夜,yè,4,1,2,2.0286,2.1090,0.0803,0.7562,1.000,good,,alignment_pilot_segments/00203126_03.wav
00203126,02031,4,飯,fàn,4,1,3,2.2295,2.4504,0.2209,0.9840,0.857,good,,alignment_pilot_segments/00203126_04.wav
00203126,02031,5,搬,bān,1,1,3,2.6111,2.7919,0.1808,0.9684,1.000,good,,alignment_pilot_segments/00203126_05.wav
00203126,02031,6,到,dào,4,1,3,2.8722,3.0530,0.1808,0.9835,1.000,good,,alignment_pilot_segments/00203126_06.wav
00203126,02031,7,餐,cān,1,0,1,3.1333,3.2940,0.1607,0.8657,0.565,good,,alignment_pilot_segments/00203126_07.wav
00203126,02031,8,館,guǎn,3,0,1,3.3744,3.5350,0.1607,0.9794,1.000,good,,alignment_pilot_segments/00203126_08.wav
00203126,02031,9,裡,lǐ,3,1,3,3.6556,3.7761,0.1205,0.9323,1.000,good,,alignment_pilot_segments/00203126_09.wav
00203126,02031,10,去,qù,4,1,3,4.2179,4.3385,0.1205,0.5172,0.333,questionable,weak_voicing,alignment_pilot_segments/00203126_10.wav
00203229,02032,2,用,yòng,4,1,3,0.8835,1.0441,0.1606,0.9915,1.000,good,,alignment_pilot_segments/00203229_02.wav
00203229,02032,3,手,shǒu,3,1,3,1.0843,1.2248,0.1406,0.8588,0.316,questionable,weak_voicing,alignment_pilot_segments/00203229_03.wav
00203229,02032,4,機,jī,1,1,3,1.3051,1.4256,0.1205,0.4983,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00203229_04.wav
00203229,02032,5,發,fā,1,1,3,2.0079,2.1083,0.1004,0.9979,0.455,good,,alignment_pilot_segments/00203229_05.wav
00203229,02032,7,條,tiáo,2,0,1,2.8512,3.0520,0.2008,0.9145,0.645,good,,alignment_pilot_segments/00203229_07.wav
00203229,02032,8,短,duǎn,3,1,3,3.0922,3.2528,0.1606,0.9935,0.565,good,,alignment_pilot_segments/00203229_08.wav
00203229,02032,10,就,jiù,4,1,3,3.8552,3.9556,0.1004,0.8437,0.455,good,,alignment_pilot_segments/00203229_10.wav
00203326,02033,0,就,jiù,4,1,3,1.5852,1.7457,0.1605,0.4981,0.913,good,,alignment_pilot_segments/00203326_00.wav
00203326,02033,2,年,nián,2,1,3,2.1872,2.3878,0.2007,0.9784,1.000,good,,alignment_pilot_segments/00203326_02.wav
00203326,02033,3,夜,yè,4,1,3,2.4480,2.5684,0.1204,0.8530,1.000,good,,alignment_pilot_segments/00203326_03.wav
00203326,02033,4,飯,fàn,4,1,3,2.7089,2.9296,0.2207,0.9975,0.886,good,,alignment_pilot_segments/00203326_04.wav
00203326,02033,5,搬,bān,1,1,3,3.1503,3.3309,0.1806,0.9941,0.926,good,,alignment_pilot_segments/00203326_05.wav
00203326,02033,6,到,dào,4,1,3,3.5115,3.7724,0.2609,0.9930,0.953,good,,alignment_pilot_segments/00203326_06.wav
00203326,02033,7,餐,cān,1,1,3,4.0132,4.2941,0.2809,0.9861,0.447,good,,alignment_pilot_segments/00203326_07.wav
00203326,02033,8,館,guǎn,3,1,3,4.3743,4.5750,0.2007,0.9959,0.806,good,,alignment_pilot_segments/00203326_08.wav
00203326,02033,9,裡,lǐ,3,1,3,4.6352,4.7355,0.1003,0.9872,1.000,good,,alignment_pilot_segments/00203326_09.wav
00203326,02033,10,去,qù,4,1,3,5.1770,5.2974,0.1204,0.4989,0.400,good,,alignment_pilot_segments/00203326_10.wav
00203429,02034,2,用,yòng,4,0,1,0.7418,0.9022,0.1604,0.9805,1.000,good,,alignment_pilot_segments/00203429_02.wav
00203429,02034,3,手,shǒu,3,1,3,1.0225,1.2029,0.1804,0.9984,0.519,good,,alignment_pilot_segments/00203429_03.wav
00203429,02034,4,機,jī,1,1,3,1.2831,1.4034,0.1203,0.9869,0.200,questionable,weak_voicing,alignment_pilot_segments/00203429_04.wav
00203429,02034,5,發,fā,1,1,3,1.7843,1.8845,0.1002,0.9973,0.273,questionable,weak_voicing,alignment_pilot_segments/00203429_05.wav
00203429,02034,7,條,tiáo,2,1,3,2.2855,2.5060,0.2205,0.6391,0.543,good,,alignment_pilot_segments/00203429_07.wav
00203429,02034,8,短,duǎn,3,1,3,2.5662,2.7667,0.2005,0.9964,0.935,good,,alignment_pilot_segments/00203429_08.wav
00203429,02034,10,就,jiù,4,1,3,3.2278,3.4082,0.1804,0.9939,0.630,good,,alignment_pilot_segments/00203429_10.wav
00203511,02035,1,一,yī,1,0,0,0.6419,0.7221,0.0802,0.0119,1.000,questionable,low_alignment_score,alignment_pilot_segments/00203511_01.wav
00203511,02035,6,福,fú,2,1,3,2.3469,2.5074,0.1605,0.9935,0.217,questionable,weak_voicing,alignment_pilot_segments/00203511_06.wav
00203511,02035,7,字,zì,4,1,3,2.6678,2.8283,0.1605,0.9911,0.391,good,,alignment_pilot_segments/00203511_07.wav
00203511,02035,8,表,biǎo,3,1,2,4.1121,4.4130,0.3009,0.9939,0.824,good,,alignment_pilot_segments/00203511_08.wav
00203511,02035,10,福,fú,2,0,0,5.6767,5.7770,0.1003,0.9881,0.545,good,,alignment_pilot_segments/00203511_10.wav
00203511,02035,11,到,dào,4,1,3,5.8973,6.1581,0.2608,0.9916,1.000,good,,alignment_pilot_segments/00203511_11.wav
00203611,02036,1,一,yī,1,1,2,0.4006,0.4807,0.0801,0.1465,1.000,questionable,low_alignment_score,alignment_pilot_segments/00203611_01.wav
00203611,02036,6,福,fú,2,1,3,4.6471,4.8474,0.2003,0.8231,0.323,questionable,weak_voicing,alignment_pilot_segments/00203611_06.wav
00203611,02036,7,字,zì,4,1,3,5.1278,5.3081,0.1803,0.9389,0.407,good,,alignment_pilot_segments/00203611_07.wav
00203611,02036,8,表,biǎo,3,0,1,7.3512,7.7719,0.4206,0.4170,0.960,good,,alignment_pilot_segments/00203611_08.wav
00203611,02036,10,福,fú,2,1,3,11.8781,12.0183,0.1402,0.9731,0.316,questionable,weak_voicing,alignment_pilot_segments/00203611_10.wav
00203611,02036,11,到,dào,4,1,3,12.1986,12.4390,0.2404,0.9885,1.000,good,,alignment_pilot_segments/00203611_11.wav
00203711,02037,1,一,yī,1,1,3,0.4019,0.4421,0.0402,0.4573,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00203711_01.wav
00203711,02037,6,福,fú,2,1,3,1.5675,1.7081,0.1407,0.9893,0.789,good,,alignment_pilot_segments/00203711_06.wav
00203711,02037,7,字,zì,4,1,2,1.8689,1.9694,0.1005,0.9852,0.545,good,,alignment_pilot_segments/00203711_07.wav
00203711,02037,8,表,biǎo,3,1,3,2.6124,2.8335,0.2211,0.8323,1.000,good,,alignment_pilot_segments/00203711_08.wav
00203711,02037,10,福,fú,2,1,3,3.3158,3.4364,0.1206,0.9826,0.333,questionable,weak_voicing,alignment_pilot_segments/00203711_10.wav
00203711,02037,11,到,dào,4,0,0,3.5368,3.7780,0.2411,0.9236,0.949,good,,alignment_pilot_segments/00203711_11.wav
00203829,02038,2,用,yòng,4,0,0,4.1474,4.3278,0.1803,0.9688,1.000,good,,alignment_pilot_segments/00203829_02.wav
00203829,02038,3,手,shǒu,3,1,3,4.3879,4.5482,0.1603,0.9886,1.000,good,,alignment_pilot_segments/00203829_03.wav
00203829,02038,4,機,jī,1,1,3,4.6483,4.8287,0.1803,0.4968,0.333,questionable,weak_voicing,alignment_pilot_segments/00203829_04.wav
00203829,02038,5,發,fā,1,1,3,5.5500,5.6702,0.1202,0.9913,0.800,good,,alignment_pilot_segments/00203829_05.wav
00203829,02038,7,條,tiáo,2,1,3,6.9525,7.3131,0.3606,0.7424,0.698,good,,alignment_pilot_segments/00203829_07.wav
00203829,02038,8,短,duǎn,3,0,0,7.4534,7.6337,0.1803,0.9588,1.000,good,,alignment_pilot_segments/00203829_08.wav
00203829,02038,10,就,jiù,4,1,3,8.0745,8.2148,0.1403,0.3900,0.789,questionable,low_alignment_score,alignment_pilot_segments/00203829_10.wav
00203929,02039,2,用,yòng,4,0,0,1.5631,1.8236,0.2605,0.4993,0.907,good,,alignment_pilot_segments/00203929_02.wav
00203929,02039,3,手,shǒu,3,0,0,1.9840,2.2244,0.2405,0.9699,0.744,good,,alignment_pilot_segments/00203929_03.wav
00203929,02039,4,機,jī,1,0,1,2.3447,2.5250,0.1804,0.5015,0.259,questionable,weak_voicing,alignment_pilot_segments/00203929_04.wav
00203929,02039,5,發,fā,1,0,0,3.5872,3.7074,0.1202,0.9951,0.733,good,,alignment_pilot_segments/00203929_05.wav
00203929,02039,7,條,tiáo,2,1,2,4.4289,4.6894,0.2605,0.7405,0.372,good,,alignment_pilot_segments/00203929_07.wav
00203929,02039,8,短,duǎn,3,0,0,4.7495,5.0100,0.2605,0.9839,0.814,good,,alignment_pilot_segments/00203929_08.wav
00203929,02039,10,就,jiù,4,1,3,5.8116,6.0321,0.2204,0.5700,0.657,good,,alignment_pilot_segments/00203929_10.wav
00204011,02040,1,一,yī,1,1,3,0.3418,0.4021,0.0603,0.4903,1.000,good,,alignment_pilot_segments/00204011_01.wav
00204011,02040,6,福,fú,2,0,1,1.4677,1.6487,0.1810,0.9309,0.148,failed,no_voiced_nucleus,alignment_pilot_segments/00204011_06.wav
00204011,02040,7,字,zì,4,1,2,1.8497,1.9905,0.1407,0.6542,0.316,questionable,weak_voicing,alignment_pilot_segments/00204011_07.wav
00204011,02040,8,表,biǎo,3,1,3,2.6138,2.7746,0.1608,0.7852,0.913,good,,alignment_pilot_segments/00204011_08.wav
00204011,02040,10,福,fú,2,1,3,3.2169,3.3175,0.1005,0.9817,0.545,good,,alignment_pilot_segments/00204011_10.wav
00204011,02040,11,到,dào,4,1,3,3.4381,3.6190,0.1810,0.7526,1.000,good,,alignment_pilot_segments/00204011_11.wav
00204126,02041,0,就,jiù,4,1,3,0.9632,1.1639,0.2007,0.9050,0.710,good,,alignment_pilot_segments/00204126_00.wav
00204126,02041,2,年,nián,2,1,3,1.7057,1.9064,0.2007,0.9887,1.000,good,,alignment_pilot_segments/00204126_02.wav
00204126,02041,3,夜,yè,4,1,3,1.9666,2.0468,0.0803,0.9948,1.000,good,,alignment_pilot_segments/00204126_03.wav
00204126,02041,4,飯,fàn,4,1,3,2.1672,2.4281,0.2609,0.9967,0.674,good,,alignment_pilot_segments/00204126_04.wav
00204126,02041,5,搬,bān,1,1,3,3.0301,3.2508,0.2207,0.9928,1.000,good,,alignment_pilot_segments/00204126_05.wav
00204126,02041,6,到,dào,4,1,3,3.4114,3.6722,0.2609,0.9967,0.953,good,,alignment_pilot_segments/00204126_06.wav
00204126,02041,7,餐,cān,1,1,3,3.8528,4.1538,0.3010,0.9858,0.294,questionable,weak_voicing,alignment_pilot_segments/00204126_07.wav
00204126,02041,8,館,guǎn,3,0,1,4.3144,4.5151,0.2007,0.9775,0.839,good,,alignment_pilot_segments/00204126_08.wav
00204126,02041,9,裡,lǐ,3,1,3,4.5953,4.7358,0.1405,0.9792,0.211,questionable,weak_voicing,alignment_pilot_segments/00204126_09.wav
00204126,02041,10,去,qù,4,1,2,5.3378,5.5585,0.2207,0.4987,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00204126_10.wav
00204229,02042,2,用,yòng,4,1,3,1.6838,1.8842,0.2004,0.9913,1.000,good,,alignment_pilot_segments/00204229_02.wav
00204229,02042,3,手,shǒu,3,1,3,1.9644,2.1448,0.1804,0.8607,0.667,good,,alignment_pilot_segments/00204229_03.wav
00204229,02042,4,機,jī,1,1,2,2.2851,2.4655,0.1804,0.4936,0.185,questionable,weak_voicing,alignment_pilot_segments/00204229_04.wav
00204229,02042,5,發,fā,1,0,1,2.7461,2.8664,0.1203,0.9975,0.200,questionable,weak_voicing,alignment_pilot_segments/00204229_05.wav
00204229,02042,7,條,tiáo,2,1,3,3.2472,3.5078,0.2606,0.9812,0.465,good,,alignment_pilot_segments/00204229_07.wav
00204229,02042,8,短,duǎn,3,0,1,3.5479,3.7884,0.2405,0.9792,1.000,good,,alignment_pilot_segments/00204229_08.wav
00204229,02042,10,就,jiù,4,1,3,4.3096,4.4900,0.1804,0.8054,0.667,good,,alignment_pilot_segments/00204229_10.wav
00204311,02043,1,一,yī,1,1,3,0.4422,0.5025,0.0603,0.4465,1.000,good,,alignment_pilot_segments/00204311_01.wav
00204311,02043,6,福,fú,2,0,0,1.5877,1.7284,0.1407,0.9883,0.474,good,,alignment_pilot_segments/00204311_06.wav
00204311,02043,7,字,zì,4,0,0,1.8691,1.9897,0.1206,0.7285,0.200,questionable,weak_voicing,alignment_pilot_segments/00204311_07.wav
00204311,02043,8,表,biǎo,3,1,3,2.6127,2.8338,0.2211,0.9842,0.829,good,,alignment_pilot_segments/00204311_08.wav
00204311,02043,10,福,fú,2,1,3,3.3363,3.4368,0.1005,0.9889,0.727,good,,alignment_pilot_segments/00204311_10.wav
00204311,02043,11,到,dào,4,1,3,3.5574,3.7985,0.2412,0.9715,0.949,good,,alignment_pilot_segments/00204311_11.wav
00204426,02044,0,就,jiù,4,1,3,0.8227,0.9832,0.1605,0.5183,0.783,good,,alignment_pilot_segments/00204426_00.wav
00204426,02044,2,年,nián,2,1,3,1.3845,1.5651,0.1806,0.9892,1.000,good,,alignment_pilot_segments/00204426_02.wav
00204426,02044,3,夜,yè,4,1,3,1.6053,1.6855,0.0803,0.9920,1.000,good,,alignment_pilot_segments/00204426_03.wav
00204426,02044,4,飯,fàn,4,0,1,1.7859,2.0266,0.2408,0.9838,0.821,good,,alignment_pilot_segments/00204426_04.wav
00204426,02044,5,搬,bān,1,0,0,2.7289,2.9497,0.2207,0.9808,0.886,good,,alignment_pilot_segments/00204426_05.wav
00204426,02044,6,到,dào,4,0,1,4.2740,4.4747,0.2007,0.9915,0.323,questionable,weak_voicing,alignment_pilot_segments/00204426_06.wav
00204426,02044,7,餐,cān,1,1,2,4.5750,4.8359,0.2609,0.9885,0.372,good,,alignment_pilot_segments/00204426_07.wav
00204426,02044,8,館,guǎn,3,1,2,4.8961,5.0566,0.1605,0.9941,1.000,good,,alignment_pilot_segments/00204426_08.wav
00204426,02044,9,裡,lǐ,3,1,3,5.1168,5.2171,0.1003,0.9416,1.000,good,,alignment_pilot_segments/00204426_09.wav
00204426,02044,10,去,qù,4,1,3,5.3576,5.4980,0.1405,0.9853,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00204426_10.wav
00204526,02045,0,就,jiù,4,1,3,0.4819,0.6827,0.2008,0.8183,0.516,good,,alignment_pilot_segments/00204526_00.wav
00204526,02045,2,年,nián,2,1,2,0.9438,1.1044,0.1606,0.8061,1.000,good,,alignment_pilot_segments/00204526_02.wav
00204526,02045,3,夜,yè,4,0,0,1.1647,1.2651,0.1004,0.9960,1.000,good,,alignment_pilot_segments/00204526_03.wav
00204526,02045,4,飯,fàn,4,0,1,1.3855,1.6265,0.2410,0.9968,0.718,good,,alignment_pilot_segments/00204526_04.wav
00204526,02045,5,搬,bān,1,1,3,2.1888,2.3896,0.2008,0.9926,1.000,good,,alignment_pilot_segments/00204526_05.wav
00204526,02045,6,到,dào,4,0,0,2.4699,2.7711,0.3012,0.0468,0.804,questionable,low_alignment_score,alignment_pilot_segments/00204526_06.wav
00204526,02045,7,餐,cān,1,1,3,3.0321,3.2530,0.2209,0.6910,0.543,good,,alignment_pilot_segments/00204526_07.wav
00204526,02045,8,館,guǎn,3,1,3,3.3534,3.5743,0.2209,0.9840,1.000,good,,alignment_pilot_segments/00204526_08.wav
00204526,02045,9,裡,lǐ,3,1,3,3.6948,3.7952,0.1004,0.9660,1.000,good,,alignment_pilot_segments/00204526_09.wav
00204526,02045,10,去,qù,4,0,1,4.1968,4.3373,0.1406,0.0258,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00204526_10.wav
00204611,02046,1,一,yī,1,0,1,0.3816,0.4418,0.0603,0.0338,1.000,questionable,low_alignment_score,alignment_pilot_segments/00204611_01.wav
00204611,02046,6,福,fú,2,1,3,1.8477,2.0084,0.1607,0.9930,0.304,questionable,weak_voicing,alignment_pilot_segments/00204611_06.wav
00204611,02046,7,字,zì,4,1,3,2.1690,2.2895,0.1205,0.9944,0.800,good,,alignment_pilot_segments/00204611_07.wav
00204611,02046,8,表,biǎo,3,1,3,2.9322,3.1130,0.1808,0.9961,1.000,good,,alignment_pilot_segments/00204611_08.wav
00204611,02046,10,福,fú,2,1,3,3.7155,3.8762,0.1607,0.9924,0.391,good,,alignment_pilot_segments/00204611_10.wav
00204611,02046,11,到,dào,4,1,3,4.0971,4.3180,0.2209,0.9969,1.000,good,,alignment_pilot_segments/00204611_11.wav
00200114,02001,0,小,xiǎo,3,1,3,0.5223,0.7433,0.2210,0.9984,0.743,good,,alignment_pilot_segments/00200114_00.wav
00200114,02001,1,貓,māo,1,1,3,0.7835,0.9442,0.1607,0.6880,1.000,good,,alignment_pilot_segments/00200114_01.wav
00200114,02001,3,名,míng,2,1,3,1.0848,1.2656,0.1808,0.8228,1.000,good,,alignment_pilot_segments/00200114_03.wav
00200114,02001,4,字,zì,4,1,3,1.3259,1.4464,0.1205,0.9903,0.333,questionable,weak_voicing,alignment_pilot_segments/00200114_04.wav
00200114,02001,6,是,shì,4,1,2,2.4911,2.6518,0.1607,0.9843,0.478,good,,alignment_pilot_segments/00200114_06.wav
00200114,02001,7,花,huā,1,1,3,3.5558,3.6964,0.1406,0.9814,0.684,good,,alignment_pilot_segments/00200114_07.wav
00200114,02001,8,花,huā,1,1,3,3.8772,4.0179,0.1406,0.9452,1.000,good,,alignment_pilot_segments/00200114_08.wav
00200217,02002,1,四,sì,4,0,0,1.0665,1.2073,0.1409,0.8703,0.579,good,,alignment_pilot_segments/00200217_01.wav
00200217,02002,3,房,fáng,2,1,3,2.3744,2.6159,0.2415,0.9428,0.769,good,,alignment_pilot_segments/00200217_03.wav
00200314,02003,0,小,xiǎo,3,1,3,1.0234,1.2842,0.2609,0.9942,0.721,good,,alignment_pilot_segments/00200314_00.wav
00200314,02003,1,貓,māo,1,1,3,1.3845,1.6655,0.2809,0.9793,1.000,good,,alignment_pilot_segments/00200314_01.wav
00200314,02003,3,名,míng,2,1,3,2.0467,2.2674,0.2207,0.8866,1.000,good,,alignment_pilot_segments/00200314_03.wav
00200314,02003,4,字,zì,4,1,3,2.3477,2.5082,0.1605,0.9954,0.348,questionable,weak_voicing,alignment_pilot_segments/00200314_04.wav
00200314,02003,6,是,shì,4,1,3,4.3743,4.5148,0.1405,0.9573,0.526,good,,alignment_pilot_segments/00200314_06.wav
00200314,02003,7,花,huā,1,1,3,4.9964,5.1770,0.1806,0.9966,0.704,good,,alignment_pilot_segments/00200314_07.wav
00200314,02003,8,花,huā,1,1,3,5.3174,5.4579,0.1405,0.9919,0.947,good,,alignment_pilot_segments/00200314_08.wav
00200417,02004,1,四,sì,4,1,2,0.9882,1.1294,0.1412,0.5026,0.421,good,,alignment_pilot_segments/00200417_01.wav
00200417,02004,3,房,fáng,2,0,1,1.5529,1.7950,0.2420,0.7638,0.872,good,,alignment_pilot_segments/00200417_03.wav
00200520,02005,0,裡,lǐ,3,1,3,0.6013,0.7015,0.1002,0.9544,1.000,good,,alignment_pilot_segments/00200520_00.wav
00200520,02005,1,邊,biān,1,1,3,0.7817,0.9821,0.2004,0.7956,0.774,good,,alignment_pilot_segments/00200520_01.wav
00200520,02005,3,一,yī,1,1,3,1.4031,1.4632,0.0601,0.1215,1.000,questionable,low_alignment_score,alignment_pilot_segments/00200520_03.wav
00200520,02005,5,小,xiǎo,3,0,0,1.8841,2.0845,0.2004,0.9908,0.548,good,,alignment_pilot_segments/00200520_05.wav
00200520,02005,6,桌,zhuō,1,1,3,2.1848,2.3451,0.1603,0.6653,0.522,good,,alignment_pilot_segments/00200520_06.wav
00200520,02005,8,兩,liǎng,3,0,1,3.9085,4.0889,0.1804,0.8937,1.000,good,,alignment_pilot_segments/00200520_08.wav
00200520,02005,13,一,yī,1,1,3,6.3939,6.4340,0.0401,0.1601,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00200520_13.wav
00200520,02005,15,床,chuáng,2,1,3,6.7547,7.1155,0.3608,0.9053,0.556,good,,alignment_pilot_segments/00200520_15.wav
00200620,02006,0,裡,lǐ,3,1,3,0.5008,0.6210,0.1202,0.9811,1.000,good,,alignment_pilot_segments/00200620_00.wav
00200620,02006,1,邊,biān,1,0,0,0.7412,1.0817,0.3405,0.9880,0.915,good,,alignment_pilot_segments/00200620_01.wav
00200620,02006,3,一,yī,1,1,3,1.7228,1.8029,0.0801,0.8156,1.000,good,,alignment_pilot_segments/00200620_03.wav
00200620,02006,5,小,xiǎo,3,0,0,2.2836,2.5441,0.2604,0.9931,0.791,good,,alignment_pilot_segments/00200620_05.wav
00200620,02006,6,桌,zhuō,1,0,1,2.6442,2.8045,0.1603,0.9144,0.609,good,,alignment_pilot_segments/00200620_06.wav
00200620,02006,8,兩,liǎng,3,0,1,4.1466,4.3269,0.1803,0.0975,1.000,questionable,low_alignment_score,alignment_pilot_segments/00200620_08.wav
00200620,02006,13,一,yī,1,1,3,5.8293,5.9094,0.0801,0.0493,1.000,questionable,low_alignment_score,alignment_pilot_segments/00200620_13.wav
00200620,02006,15,床,chuáng,2,0,1,6.3101,6.6506,0.3405,0.9150,0.085,failed,no_voiced_nucleus,alignment_pilot_segments/00200620_15.wav
00200714,02007,0,小,xiǎo,3,1,3,0.8428,1.1037,0.2609,0.9956,0.605,good,,alignment_pilot_segments/00200714_00.wav
00200714,02007,1,貓,māo,1,1,3,1.2642,1.6054,0.3411,0.9151,1.000,good,,alignment_pilot_segments/00200714_01.wav
00200714,02007,3,名,míng,2,1,3,2.1472,2.3880,0.2408,0.9466,0.718,good,,alignment_pilot_segments/00200714_03.wav
00200714,02007,4,字,zì,4,1,3,2.4682,2.5686,0.1003,0.8492,0.636,good,,alignment_pilot_segments/00200714_04.wav
00200714,02007,6,是,shì,4,1,3,4.1940,4.3344,0.1405,0.9919,0.632,good,,alignment_pilot_segments/00200714_06.wav
00200714,02007,7,花,huā,1,1,3,4.7759,4.9365,0.1605,0.9926,1.000,good,,alignment_pilot_segments/00200714_07.wav
00200714,02007,8,花,huā,1,1,2,5.2174,5.3378,0.1204,0.9933,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00200714_08.wav
00200820,02008,0,裡,lǐ,3,1,3,0.6011,0.7414,0.1403,0.8337,1.000,good,,alignment_pilot_segments/00200820_00.wav
00200820,02008,1,邊,biān,1,0,1,0.9819,1.3025,0.3206,0.9801,0.800,good,,alignment_pilot_segments/00200820_01.wav
00200820,02008,3,一,yī,1,1,3,2.5048,2.5849,0.0802,0.0875,1.000,questionable,low_alignment_score,alignment_pilot_segments/00200820_03.wav
00200820,02008,5,小,xiǎo,3,1,2,3.6470,4.0077,0.3607,0.9771,0.857,good,,alignment_pilot_segments/00200820_05.wav
00200820,02008,6,桌,zhuō,1,1,3,4.5888,4.8092,0.2204,0.8248,0.571,good,,alignment_pilot_segments/00200820_06.wav
00200820,02008,8,兩,liǎng,3,1,3,6.9132,7.2939,0.3807,0.6741,1.000,good,,alignment_pilot_segments/00200820_08.wav
00200820,02008,13,一,yī,1,1,3,9.4981,9.5983,0.1002,0.1021,1.000,questionable,low_alignment_score,alignment_pilot_segments/00200820_13.wav
00200820,02008,15,床,chuáng,2,1,3,10.7605,11.5020,0.7414,0.8673,0.791,good,,alignment_pilot_segments/00200820_15.wav
00200920,02009,0,裡,lǐ,3,1,3,0.3407,0.4409,0.1002,0.9497,0.818,good,,alignment_pilot_segments/00200920_00.wav
00200920,02009,1,邊,biān,1,1,3,0.6012,0.8216,0.2204,0.9296,1.000,good,,alignment_pilot_segments/00200920_01.wav
00200920,02009,3,一,yī,1,1,3,1.1222,1.1824,0.0601,0.1073,1.000,questionable,low_alignment_score,alignment_pilot_segments/00200920_03.wav
00200920,02009,5,小,xiǎo,3,1,3,1.5231,1.7034,0.1804,0.9953,0.333,questionable,weak_voicing,alignment_pilot_segments/00200920_05.wav
00200920,02009,6,桌,zhuō,1,1,3,1.7635,1.8838,0.1202,0.7343,0.733,good,,alignment_pilot_segments/00200920_06.wav
00200920,02009,8,兩,liǎng,3,1,3,2.8257,3.0461,0.2204,0.1056,0.657,questionable,low_alignment_score,alignment_pilot_segments/00200920_08.wav
00200920,02009,13,一,yī,1,1,3,4.6092,4.6894,0.0802,0.4453,0.429,good,,alignment_pilot_segments/00200920_13.wav
00200920,02009,15,床,chuáng,2,1,3,5.1102,5.5110,0.4008,0.9220,0.606,good,,alignment_pilot_segments/00200920_15.wav
00201020,02010,0,裡,lǐ,3,1,3,0.8808,1.0009,0.1201,0.9202,1.000,good,,alignment_pilot_segments/00201020_00.wav
00201020,02010,1,邊,biān,1,1,3,1.1210,1.4012,0.2802,0.9921,0.809,good,,alignment_pilot_segments/00201020_01.wav
00201020,02010,3,一,yī,1,1,3,2.5022,2.5822,0.0801,0.2599,1.000,questionable,low_alignment_score,alignment_pilot_segments/00201020_03.wav
00201020,02010,5,小,xiǎo,3,1,3,3.8833,4.1436,0.2602,0.9755,0.186,questionable,weak_voicing,alignment_pilot_segments/00201020_05.wav
00201020,02010,6,桌,zhuō,1,1,3,4.3838,4.5639,0.1802,0.5718,0.444,good,,alignment_pilot_segments/00201020_06.wav
00201020,02010,8,兩,liǎng,3,1,2,5.5047,5.7249,0.2202,0.0367,1.000,questionable,low_alignment_score,alignment_pilot_segments/00201020_08.wav
00201020,02010,13,一,yī,1,1,3,7.5865,7.6666,0.0801,0.2078,1.000,questionable,low_alignment_score,alignment_pilot_segments/00201020_13.wav
00201020,02010,15,床,chuáng,2,1,3,8.2871,8.8076,0.5204,0.8547,0.632,good,,alignment_pilot_segments/00201020_15.wav
00201114,02011,0,小,xiǎo,3,1,3,0.5820,0.8228,0.2408,0.2594,0.744,questionable,low_alignment_score,alignment_pilot_segments/00201114_00.wav
00201114,02011,1,貓,māo,1,1,3,0.9031,1.2241,0.3211,0.6642,1.000,good,,alignment_pilot_segments/00201114_01.wav
00201114,02011,3,名,míng,2,1,2,2.6891,2.9500,0.2609,0.7757,1.000,good,,alignment_pilot_segments/00201114_03.wav
00201114,02011,4,字,zì,4,1,3,3.0704,3.2109,0.1405,0.4777,0.684,good,,alignment_pilot_segments/00201114_04.wav
00201114,02011,6,是,shì,4,1,3,4.0337,4.1741,0.1405,0.6486,0.526,good,,alignment_pilot_segments/00201114_06.wav
