token_id,speaker_id,utterance_id,token_position,character,expected_pinyin,expected_tone,syllable_base,moe_verified,moe_verification_status,audio_annotation_matched,alignment_eligible,eligibility_exclusion_reason_primary,eligibility_exclusion_reasons_all,n_rated_tokens_in_utterance,n_undetermined_in_utterance,speech_type,ompal_label,source_audio_path,annotation_source,dataset_version,pipeline_version
00100227_09,01002,00100227,9,去,qù,4,qu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01002/00100227.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100227_10,01002,00100227,10,旅,lǚ,3,lu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01002/00100227.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_00,01002,00100228,0,就,jiù,4,jiu,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_01,01002,00100228,1,連,lián,2,lian,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_02,01002,00100228,2,拜,bài,4,bai,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_03,01002,00100228,3,年,nián,2,nian,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_04,01002,00100228,4,也,yě,3,ye,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_05,01002,00100228,5,變,biàn,4,bian,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100228_07,01002,00100228,7,簡,jiǎn,3,jian,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100228.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_02,01002,00100229,2,用,yòng,4,yong,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_03,01002,00100229,3,手,shǒu,3,shou,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_04,01002,00100229,4,機,jī,1,ji,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_05,01002,00100229,5,發,fā,1,fa,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_07,01002,00100229,7,條,tiáo,2,tiao,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_08,01002,00100229,8,短,duǎn,3,duan,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100229_10,01002,00100229,10,就,jiù,4,jiu,1,verified,1,1,,,7,0,native,1,private-data/ompal/wav/SPEAKER01002/00100229.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_00,01003,00100301,0,今,jīn,1,jin,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_01,01003,00100301,1,天,tiān,1,tian,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_02,01003,00100301,2,早,zǎo,3,zao,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_04,01003,00100301,4,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_06,01003,00100301,6,一,yī,1,yi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_07,01003,00100301,7,節,jié,2,jie,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_09,01003,00100301,9,力,lì,4,li,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100301_10,01003,00100301,10,課,kè,4,ke,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100301.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_00,01003,00100302,0,大,,4,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_01,01003,00100302,1,概,gài,4,gai,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_02,01003,00100302,2,昨,zuó,2,zuo,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_03,01003,00100302,3,天,tiān,1,tian,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_04,01003,00100302,4,夜,yè,4,ye,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_05,01003,00100302,5,裡,lǐ,3,li,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100302_07,01003,00100302,7,睡,shuì,4,shui,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,7,1,native,1,private-data/ompal/wav/SPEAKER01003/00100302.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100303_00,01003,00100303,0,所,suǒ,3,suo,1,verified,1,1,,,4,0,native,1,private-data/ompal/wav/SPEAKER01003/00100303.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100303_01,01003,00100303,1,以,yǐ,3,yi,1,verified,1,1,,,4,0,native,1,private-data/ompal/wav/SPEAKER01003/00100303.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100303_02,01003,00100303,2,起,qǐ,3,qi,1,verified,1,1,,,4,0,native,1,private-data/ompal/wav/SPEAKER01003/00100303.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100303_03,01003,00100303,3,晚,wǎn,3,wan,1,verified,1,1,,,4,0,native,1,private-data/ompal/wav/SPEAKER01003/00100303.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100304_00,01003,00100304,0,這,,4,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,5,3,native,1,private-data/ompal/wav/SPEAKER01003/00100304.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100304_01,01003,00100304,1,下,xià,4,xia,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,3,native,1,private-data/ompal/wav/SPEAKER01003/00100304.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100304_02,01003,00100304,2,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,5,3,native,1,private-data/ompal/wav/SPEAKER01003/00100304.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100304_03,01003,00100304,3,急,jí,2,ji,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,3,native,1,private-data/ompal/wav/SPEAKER01003/00100304.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100304_04,01003,00100304,4,壞,,4,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,5,3,native,1,private-data/ompal/wav/SPEAKER01003/00100304.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100305_00,01003,00100305,0,因,yīn,1,yin,1,verified,1,1,,,6,0,native,1,private-data/ompal/wav/SPEAKER01003/00100305.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100305_02,01003,00100305,2,開,kāi,1,kai,1,verified,1,1,,,6,0,native,1,private-data/ompal/wav/SPEAKER01003/00100305.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100305_03,01003,00100305,3,學,xué,2,xue,1,verified,1,1,,,6,0,native,1,private-data/ompal/wav/SPEAKER01003/00100305.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100305_04,01003,00100305,4,才,cái,2,cai,1,verified,1,1,,,6,0,native,1,private-data/ompal/wav/SPEAKER01003/00100305.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100305_05,01003,00100305,5,半,bàn,4,ban,1,verified,1,1,,,6,0,native,1,private-data/ompal/wav/SPEAKER01003/00100305.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100305_08,01003,00100305,8,月,yuè,4,yue,1,verified,1,1,,,6,0,native,1,private-data/ompal/wav/SPEAKER01003/00100305.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100306_00,01003,00100306,0,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,5,1,native,1,private-data/ompal/wav/SPEAKER01003/00100306.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100306_01,01003,00100306,1,已,yǐ,3,yi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,1,native,1,private-data/ompal/wav/SPEAKER01003/00100306.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100306_02,01003,00100306,2,經,jīng,1,jing,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,1,native,1,private-data/ompal/wav/SPEAKER01003/00100306.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100306_04,01003,00100306,4,到,dào,4,dao,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,1,native,1,private-data/ompal/wav/SPEAKER01003/00100306.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100306_06,01003,00100306,6,兩,liǎng,3,liang,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,1,native,1,private-data/ompal/wav/SPEAKER01003/00100306.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_00,01003,00100307,0,老,lǎo,3,lao,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_01,01003,00100307,1,師,shī,1,shi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_03,01003,00100307,3,但,dàn,4,dan,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_04,01003,00100307,4,記,jì,4,ji,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_05,01003,00100307,5,住,zhù,4,zhu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_07,01003,00100307,7,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_09,01003,00100307,9,名,míng,2,ming,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100307_10,01003,00100307,10,字,zì,4,zi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,1,native,1,private-data/ompal/wav/SPEAKER01003/00100307.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_00,01003,00100308,0,而,ér,2,er,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_02,01003,00100308,2,還,,2,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_04,01003,00100308,4,下,xià,4,xia,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_05,01003,00100308,5,一,yī,1,yi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_07,01003,00100308,7,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_09,01003,00100308,9,是,shì,4,shi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_10,01003,00100308,10,再,zài,4,zai,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_12,01003,00100308,12,到,dào,4,dao,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100308_14,01003,00100308,14,話,huà,4,hua,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,9,2,native,1,private-data/ompal/wav/SPEAKER01003/00100308.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100309_00,01003,00100309,0,他,,1,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100309.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100309_01,01003,00100309,1,就,jiù,4,jiu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100309.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100309_03,01003,00100309,3,讓,ràng,4,rang,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100309.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100309_04,01003,00100309,4,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100309.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100309_05,01003,00100309,5,進,jìn,4,jin,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100309.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100309_07,01003,00100309,7,室,shì,4,shi,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100309.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100310_00,01003,00100310,0,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,6,3,native,1,private-data/ompal/wav/SPEAKER01003/00100310.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100310_01,01003,00100310,1,想,xiǎng,3,xiang,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,3,native,1,private-data/ompal/wav/SPEAKER01003/00100310.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100310_02,01003,00100310,2,去,qù,4,qu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,3,native,1,private-data/ompal/wav/SPEAKER01003/00100310.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100310_03,01003,00100310,3,洗,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,6,3,native,1,private-data/ompal/wav/SPEAKER01003/00100310.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100310_04,01003,00100310,4,洗,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,6,3,native,1,private-data/ompal/wav/SPEAKER01003/00100310.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100310_05,01003,00100310,5,臉,liǎn,3,lian,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,3,native,1,private-data/ompal/wav/SPEAKER01003/00100310.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100311_00,01003,00100311,0,哎,āi,1,ai,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,2,native,1,private-data/ompal/wav/SPEAKER01003/00100311.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100311_01,01003,00100311,1,洗,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,5,2,native,1,private-data/ompal/wav/SPEAKER01003/00100311.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100311_02,01003,00100311,2,澡,zǎo,3,zao,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,2,native,1,private-data/ompal/wav/SPEAKER01003/00100311.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100311_05,01003,00100311,5,燈,dēng,1,deng,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,5,2,native,1,private-data/ompal/wav/SPEAKER01003/00100311.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100311_06,01003,00100311,6,怎,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,5,2,native,1,private-data/ompal/wav/SPEAKER01003/00100311.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100312_00,01003,00100312,0,算,suàn,4,suan,1,verified,1,1,,,2,0,native,1,private-data/ompal/wav/SPEAKER01003/00100312.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100312_05,01003,00100312,5,時,shí,2,shi,1,verified,1,1,,,2,0,native,1,private-data/ompal/wav/SPEAKER01003/00100312.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_00,01003,00100313,0,我,,3,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_01,01003,00100313,1,又,yòu,4,you,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_02,01003,00100313,2,穿,chuān,1,chuan,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_04,01003,00100313,4,昨,zuó,2,zuo,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_05,01003,00100313,5,天,tiān,1,tian,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_07,01003,00100313,7,下,xià,4,xia,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_10,01003,00100313,10,身,,1,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100313_12,01003,00100313,12,服,fú,2,fu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,8,2,native,1,private-data/ompal/wav/SPEAKER01003/00100313.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100314_02,01003,00100314,2,車,,1,,1,verified_tone_only,1,0,token_pronunciation_segmentally_undetermined,token_pronunciation_segmentally_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100314.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100314_03,01003,00100314,3,就,jiù,4,jiu,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100314.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100314_04,01003,00100314,4,往,wǎng,3,wang,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100314.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
00100314_05,01003,00100314,5,學,xué,2,xue,1,verified,1,0,utterance_dropped_sibling_token_undetermined,utterance_dropped_sibling_token_undetermined,6,2,native,1,private-data/ompal/wav/SPEAKER01003/00100314.wav,native_scores.json,ompal-tone-benchmark-1.0,align-mmsfa-star-0ms-1.0
